,"{'course': 0.10542168674698796, 'introduction': 0.03765060240963856, 'topics': 0.02108433734939759, 'entrepreneurial': 0.0015060240963855422, 'focus': 0.010542168674698794, 'concepts': 0.009036144578313253, 'policies': 0.0015060240963855422, 'financial': 0.0015060240963855422, 'key': 0.0015060240963855422, 'develop': 0.0015060240963855422, 'stage': 0.007530120481927711, 'nature': 0.004518072289156626, 'study': 0.018072289156626505, 'advanced': 0.02108433734939759, 'ideation': 0.0015060240963855422, 'main': 0.0030120481927710845, 'examines': 0.0015060240963855422, 'diagnostic': 0.0015060240963855422, 'synthesis': 0.0030120481927710845, 'review': 0.02108433734939759, 'theory': 0.009036144578313253, 'indepth': 0.006024096385542169, 'theories': 0.007530120481927711, 'economic': 0.0015060240963855422, 'continuation': 0.0030120481927710845, 'provides': 0.0015060240963855422, 'definition': 0.004518072289156626, 'credit': 0.0015060240963855422, 'markets': 0.0030120481927710845, 'modern': 0.0015060240963855422, 'students': 0.004518072289156626, 'international': 0.006024096385542169, 'foundation': 0.0015060240963855422, 'assess': 0.0015060240963855422, 'emerging': 0.0015060240963855422, 'systemic': 0.0015060240963855422, 'seminars': 0.016566265060240965, 'preparation': 0.004518072289156626, 'exposure': 0.0015060240963855422, 'overview': 0.01355421686746988, 'brief': 0.004518072289156626, 'strategic': 0.006024096385542169, 'innovation': 0.0015060240963855422, 'corporate': 0.0015060240963855422, 'stages': 0.0015060240963855422, 'capstone': 0.0015060240963855422, 'highly': 0.0015060240963855422, 'internet': 0.0015060240963855422, 'personal': 0.0015060240963855422, 'organizations': 0.0015060240963855422, 'integrative': 0.0030120481927710845, 'cases': 0.0015060240963855422, 'discussions': 0.0015060240963855422, 'gives': 0.0015060240963855422, 'integrates': 0.0015060240963855422, 'information': 0.0015060240963855422, 'covers': 0.0030120481927710845, 'securities': 0.0030120481927710845, 'derivatives': 0.004518072289156626, 'foreign': 0.0015060240963855422, 'ethical': 0.0015060240963855422, 'nontraditional': 0.0015060240963855422, 'current': 0.004518072289156626, 'networking': 0.0015060240963855422, 'implementation': 0.0015060240963855422, 'work': 0.0015060240963855422, 'internship': 0.0030120481927710845, 'predictive': 0.0015060240963855422, 'student': 0.006024096385542169, 'managerial': 0.0015060240963855422, 'working': 0.0015060240963855422, 'marketing': 0.0015060240963855422, 'human': 0.0015060240963855422, 'conceptual': 0.0030120481927710845, 'cost': 0.0015060240963855422, 'canadian': 0.0015060240963855422, 'consumer': 0.0015060240963855422, 'national': 0.0015060240963855422, 'top': 0.0015060240963855422, 'quantitative': 0.0030120481927710845, 'project': 0.006024096385542169, 'business': 0.004518072289156626, 'planning': 0.0015060240963855422, 'reduction': 0.0015060240963855422, 'analysis': 0.006024096385542169, 'basic': 0.009036144578313253, 'allows': 0.0015060240963855422, 'principles': 0.010542168674698794, 'research': 0.006024096385542169, 'relationship': 0.0030120481927710845, 'behavioural': 0.0030120481927710845, 'assessment': 0.006024096385542169, 'formulation': 0.0030120481927710845, 'contingency': 0.0015060240963855422, 'changing': 0.0015060240963855422, 'equity': 0.0015060240963855422, 'accounting': 0.0015060240963855422, 'understanding': 0.0015060240963855422, 'qualitative': 0.0015060240963855422, 'elements': 0.0030120481927710845, 'design': 0.010542168674698794, 'legal': 0.0015060240963855422, 'importance': 0.0015060240963855422, 'management': 0.0015060240963855422, 'common': 0.0015060240963855422, 'efficient': 0.0015060240963855422, 'seminar': 0.006024096385542169, 'every': 0.0015060240963855422, 'fundamentals': 0.0030120481927710845, 'object': 0.0015060240963855422, 'heredity': 0.0015060240963855422, 'physical': 0.0030120481927710845, 'descriptive': 0.0030120481927710845, 'social': 0.0015060240963855422, 'developmental': 0.0015060240963855422, 'statistical': 0.0030120481927710845, 'methodology': 0.0015060240963855422, 'examination': 0.015060240963855422, 'psychology': 0.0015060240963855422, 'verbal': 0.0015060240963855422, 'learning': 0.0015060240963855422, 'problem': 0.0015060240963855422, 'theoretical': 0.004518072289156626, 'fundamental': 0.006024096385542169, 'relationships': 0.0015060240963855422, 'selection': 0.0015060240963855422, 'psychological': 0.0015060240963855422, 'language': 0.0015060240963855422, 'empirical': 0.0015060240963855422, 'neural': 0.0015060240963855422, 'major': 0.0030120481927710845, 'rationale': 0.0015060240963855422, 'development': 0.010542168674698794, 'readings': 0.0015060240963855422, 'sexual': 0.0015060240963855422, 'construction': 0.0015060240963855422, 'philosophical': 0.0015060240963855422, 'history': 0.0015060240963855422, 'animal': 0.0015060240963855422, 'physiological': 0.0015060240963855422, 'lectures': 0.0015060240963855422, 'completion': 0.0015060240963855422, 'sleep': 0.0015060240963855422, 'roles': 0.0015060240963855422, 'practical': 0.01355421686746988, 'critical': 0.018072289156626505, 'integration': 0.0015060240963855422, 'contemporary': 0.0030120481927710845, 'general': 0.007530120481927711, 'guidance': 0.0015060240963855422, 'conception': 0.0030120481927710845, 'historical': 0.006024096385542169, 'survey': 0.0030120481927710845, 'constructs': 0.0030120481927710845, 'patterns': 0.0030120481927710845, 'issues': 0.007530120481927711, 'use': 0.0030120481927710845, 'recent': 0.0030120481927710845, 'epistemological': 0.0030120481927710845, 'seminarstutorials': 0.004518072289156626, 'systematic': 0.0015060240963855422, 'normal': 0.0030120481927710845, 'psychosocial': 0.0030120481927710845, 'phases': 0.0015060240963855422, 'selected': 0.025602409638554216, 'comprehensive': 0.0015060240963855422, 'seminartutorial': 0.0015060240963855422, 'sociohistorical': 0.0015060240963855422, 'sujets': 0.0030120481927710845, 'concept': 0.004518072289156626, 'core': 0.0030120481927710845, 'sociocultural': 0.0015060240963855422, 'directed': 0.0030120481927710845, 'solution': 0.0015060240963855422, 'sequences': 0.0015060240963855422, 'polynomial': 0.0015060240963855422, 'intuitive': 0.0015060240963855422, 'improper': 0.0015060240963855422, 'second': 0.0015060240963855422, 'integrals': 0.0015060240963855422, 'instantaneous': 0.0015060240963855422, 'probability': 0.006024096385542169, 'vector': 0.0030120481927710845, 'groups': 0.0030120481927710845, 'extrema': 0.0015060240963855422, 'quick': 0.0015060240963855422, 'euclidean': 0.0015060240963855422, 'concise': 0.0015060240963855422, 'metric': 0.0015060240963855422, 'complex': 0.0015060240963855422, 'systems': 0.0015060240963855422, 'rings': 0.0015060240963855422, 'sets': 0.0015060240963855422, 'series': 0.0015060240963855422, 'trees': 0.0015060240963855422, 'formal': 0.0030120481927710845, 'multivariate': 0.0030120481927710845, 'distribution': 0.0030120481927710845, 'time': 0.0015060240963855422, 'roots': 0.0030120481927710845, 'banach': 0.0030120481927710845, 'modelling': 0.0030120481927710845, 'noetherian': 0.0030120481927710845, 'structure': 0.0015060240963855422, 'group': 0.0030120481927710845, 'linear': 0.0030120481927710845, 'topological': 0.0030120481927710845, 'manifolds': 0.0015060240963855422, 'covering': 0.0030120481927710845, 'laws': 0.0030120481927710845, 'limit': 0.0030120481927710845, 'tensor': 0.0015060240963855422, 'representation': 0.0030120481927710845, 'paths': 0.0030120481927710845, 'principle': 0.0015060240963855422, 'discriminant': 0.0015060240963855422, 'simulation': 0.0015060240963855422, 'multiway': 0.0015060240963855422, 'optimization': 0.0015060240963855422, 'network': 0.0015060240963855422, 'ordinary': 0.0015060240963855422, 'one': 0.0015060240963855422, 'firstorder': 0.0015060240963855422, 'prime': 0.0015060240963855422, 'foundations': 0.0015060240963855422, 'brownian': 0.0015060240963855422, 'pure': 0.0015060240963855422, 'floating': 0.0015060240963855422, 'visualization': 0.0015060240963855422, 'resampling': 0.0015060240963855422, 'asymptotic': 0.0015060240963855422, 'confidence': 0.0015060240963855422, 'unequal': 0.0015060240963855422, 'markov': 0.0015060240963855422, 'space': 0.0015060240963855422, 'lossless': 0.0015060240963855422, 'projectoriented': 0.0015060240963855422, 'exam': 0.01957831325301205, 'cet': 0.0015060240963855422, 'syllabus': 0.0015060240963855422, 'computing': 0.0015060240963855422, 'discrete': 0.0015060240963855422, 'presentation': 0.0015060240963855422, 'differences': 0.0015060240963855422, 'professionalism': 0.0015060240963855422, 'regular': 0.0015060240963855422, 'recursive': 0.0015060240963855422, 'notion': 0.0015060240963855422, 'computational': 0.004518072289156626, 'communication': 0.0015060240963855422, 'dna': 0.0015060240963855422, 'interactive': 0.0015060240963855422, 'security': 0.0030120481927710845, 'models': 0.0015060240963855422, 'big': 0.0015060240963855422, 'onesemester': 0.0015060240963855422, 'materialized': 0.0015060240963855422, 'kr': 0.0015060240963855422, 'introductory': 0.0015060240963855422, 'methodologies': 0.0015060240963855422, 'software': 0.0015060240963855422, 'dimensional': 0.0015060240963855422, 'specialized': 0.0015060240963855422, 'simple': 0.0015060240963855422, 'collective': 0.0015060240963855422, 'multiprocessor': 0.0015060240963855422, 'hardware': 0.0015060240963855422, 'link': 0.0015060240963855422, 'selforganized': 0.0015060240963855422, 'bayesian': 0.0015060240963855422, 'convergence': 0.0015060240963855422, 'data': 0.0015060240963855422, 'algorithmic': 0.0015060240963855422, 'distributed': 0.0015060240963855422, 'basis': 0.0015060240963855422, 'mathematical': 0.0015060240963855422, 'wireless': 0.0015060240963855422, 'ecommerce': 0.0015060240963855422, 'computerized': 0.0015060240963855422, 'twosession': 0.0015060240963855422, 'within': 0.0015060240963855422, 'committee': 0.0015060240963855422}"
active,{'portfolio': 1.0}
measurement,"{None: 0.14285714285714285, 'behavioural': 0.07142857142857142, 'control': 0.07142857142857142, 'income': 0.07142857142857142, 'relevant': 0.07142857142857142, 'performance': 0.07142857142857142, 'financial': 0.07142857142857142, 'techniques': 0.07142857142857142, 'statistical': 0.07142857142857142, 'analysis': 0.14285714285714285, 'errors': 0.07142857142857142, 'modeling': 0.07142857142857142}"
securities,"{'investments': 0.25, 'analysis': 0.125, 'warrants': 0.25, 'interest': 0.125, 'markets': 0.125, 'portfolio': 0.125}"
investments,"{'made': 0.4, 'business': 0.2, 'mutual': 0.2, 'methods': 0.2}"
made,"{'via': 0.6666666666666666, 'committee': 0.3333333333333333}"
funds,"{'donated': 0.4, 'hedge': 0.2, 'real': 0.2, 'portfolio': 0.2}"
donated,{'program': 1.0}
program,"{'emphasis': 0.058823529411764705, 'students': 0.058823529411764705, 'attend': 0.058823529411764705, None: 0.08823529411764706, 'within': 0.029411764705882353, 'bridges': 0.058823529411764705, 'registering': 0.058823529411764705, 'director': 0.058823529411764705, 'evaluation': 0.17647058823529413, 'planning': 0.029411764705882353, 'outcomes': 0.029411764705882353, 'requirements': 0.058823529411764705, 'development': 0.058823529411764705, 'testing': 0.029411764705882353, 'correctness': 0.029411764705882353, 'design': 0.029411764705882353, 'verification': 0.029411764705882353, 'document': 0.029411764705882353, 'comprehensive': 0.029411764705882353}"
comprising,{'twoacademic': 1.0}
twoacademic,{'year': 1.0}
year,"{'program': 0.16216216216216217, 'end': 0.05405405405405406, 'year': 0.16216216216216217, None: 0.16216216216216217, 'university': 0.02702702702702703, 'research': 0.02702702702702703, 'chosen': 0.02702702702702703, 'graded': 0.3783783783783784}"
complete,"{'module': 0.5, 'theoretical': 0.25, 'incomplete': 0.25}"
module,"{'3': 0.4, 'ii': 0.4, 'system': 0.2}"
3,"{'credits': 0.5, 'students': 0.125, 'language': 0.25, 'topics': 0.125}"
credits,"{'fall': 0.2857142857142857, 'winter': 0.2857142857142857, 'course': 0.2857142857142857, 'mat1339': 0.14285714285714285}"
fall,{'two': 1.0}
two,"{'year': 0.16666666666666666, 'professors': 0.25, 'three': 0.3333333333333333, 'sample': 0.08333333333333333, 'specialized': 0.08333333333333333, 'minor': 0.08333333333333333}"
attend,{'financial': 1.0}
trip,{'toronto': 1.0}
toronto,{'portfolio': 1.0}
meetings,{'portfolio': 1.0}
activities,"{'ongoing': 0.13333333333333333, 'including': 0.06666666666666667, 'students': 0.06666666666666667, 'forecasting': 0.06666666666666667, 'private': 0.06666666666666667, 'current': 0.13333333333333333, None: 0.06666666666666667, 'eg': 0.06666666666666667, 'include': 0.2, 'light': 0.13333333333333333}"
ongoing,{'basis': 1.0}
basis,"{'throughout': 0.2857142857142857, 'major': 0.14285714285714285, 'theorem': 0.42857142857142855, 'graduate': 0.14285714285714285}"
throughout,"{'remainder': 0.6666666666666666, 'life': 0.3333333333333333}"
remainder,"{'academic': 0.6666666666666666, 'theorem': 0.3333333333333333}"
academic,"{'year': 0.8421052631578947, 'success': 0.05263157894736842, 'private': 0.10526315789473684}"
end,"{'completion': 0.4, 'practicum': 0.2, 'project': 0.2, 'semester': 0.2}"
completion,"{'module': 0.6666666666666666, 'individually': 0.3333333333333333}"
ii,"{'3': 0.6666666666666666, 'errors': 0.3333333333333333}"
winter,{'second': 1.0}
second,"{'year': 0.4, 'derivatives': 0.2, 'course': 0.2, 'derivative': 0.2}"
foreign,"{'exchange': 0.375, 'investment': 0.25, 'direct': 0.125, 'currency': 0.125, 'market': 0.125}"
exchange,"{'markets': 0.5, 'rate': 0.3333333333333333, 'p2p': 0.16666666666666666}"
transaction,"{'economic': 0.3333333333333333, 'processing': 0.6666666666666666}"
exposures,{'foreign': 1.0}
investment,"{'financing': 0.14285714285714285, 'joint': 0.14285714285714285, 'policies': 0.14285714285714285, 'decisions': 0.14285714285714285, 'real': 0.14285714285714285, 'federal': 0.14285714285714285, 'strategies': 0.14285714285714285}"
mutinational,{'operations': 1.0}
foundation,"{'course': 0.25, 'concepts': 0.5, 'computing': 0.25}"
law,"{'aims': 0.125, 'comprises': 0.125, 'negligence': 0.125, 'land': 0.125, 'economic': 0.125, 'justice': 0.125, 'large': 0.25}"
aims,{'introduce': 1.0}
introduce,{'student': 1.0}
common,"{'law': 0.25, 'preferred': 0.25, 'framework': 0.25, 'ancestor': 0.25}"
comprises,{'study': 1.0}
principles,"{'statutory': 0.03125, 'web': 0.03125, 'analysis': 0.0625, 'constraints': 0.03125, 'auditing': 0.03125, 'perception': 0.03125, 'interpretation': 0.03125, 'multivariate': 0.03125, 'neuropsychology': 0.0625, 'apply': 0.03125, 'unify': 0.0625, 'associated': 0.0625, 'codes': 0.03125, 'course': 0.03125, 'elliptic': 0.03125, 'operating': 0.03125, 'information': 0.03125, 'parallel': 0.03125, 'topics': 0.03125, 'metrics': 0.03125, 'selforganization': 0.03125, 'techniques': 0.03125, 'usable': 0.03125, 'advanced': 0.03125, 'categories': 0.03125, 'elimination': 0.03125, 'practices': 0.03125, 'involved': 0.03125}"
statutory,{'interpretation': 1.0}
precedent,{'judicial': 1.0}
judicial,{'decisions': 1.0}
contract,"{'law': 0.3333333333333333, 'administration': 0.3333333333333333, 'conformance': 0.3333333333333333}"
negligence,{'product': 1.0}
certain,{'important': 1.0}
property,"{'law': 0.1111111111111111, None: 0.1111111111111111, 'innovation': 0.1111111111111111, 'income': 0.1111111111111111, 'business': 0.2222222222222222, 'valuation': 0.1111111111111111, 'rights': 0.1111111111111111, 'digital': 0.1111111111111111}"
land,{'tenure': 1.0}
tenure,{'mortgages': 1.0}
mortgages,{'landlords': 1.0}
landlords,{'tenant': 1.0}
tenant,{'personal': 1.0}
personal,"{'property': 0.1111111111111111, 'values': 0.1111111111111111, 'visits': 0.1111111111111111, 'contacts': 0.1111111111111111, 'selling': 0.1111111111111111, 'taxable': 0.1111111111111111, 'social': 0.1111111111111111, 'research': 0.2222222222222222}"
assess,{'healthcare': 1.0}
healthcare,"{'analytics': 0.3333333333333333, 'information': 0.3333333333333333, 'fraud': 0.3333333333333333}"
specifically,{'patient': 1.0}
patient,"{'data': 0.5, 'family': 0.5}"
acquired,"{'turned': 0.25, 'previous': 0.25, 'management': 0.25, 'abilities': 0.25}"
turned,{'information': 1.0}
translated,{'knowledge': 1.0}
designed,"{'evaluated': 0.5, 'teach': 0.5}"
evaluated,"{'different': 0.5, 'global': 0.5}"
clinical,"{'electronic': 0.1111111111111111, 'psychologist': 0.1111111111111111, 'psychology': 0.1111111111111111, 'populations': 0.1111111111111111, 'services': 0.1111111111111111, 'problems': 0.1111111111111111, 'practice': 0.1111111111111111, 'aspects': 0.2222222222222222}"
health,"{'records': 0.038461538461538464, 'systems': 0.038461538461538464, 'safety': 0.07692307692307693, 'services': 0.038461538461538464, 'abnormal': 0.038461538461538464, 'wellbeing': 0.07692307692307693, 'issues': 0.038461538461538464, 'domain': 0.038461538461538464, 'illustrations': 0.038461538461538464, None: 0.038461538461538464, 'social': 0.038461538461538464, 'promotion': 0.11538461538461539, 'motivation': 0.038461538461538464, 'personality': 0.038461538461538464, 'primary': 0.07692307692307693, 'psychology': 0.07692307692307693, 'biopsychosocial': 0.07692307692307693, 'service': 0.07692307692307693}"
records,{'public': 1.0}
function,"{'integrated': 0.06666666666666667, 'organization': 0.06666666666666667, 'deployment': 0.06666666666666667, 'comprehensive': 0.06666666666666667, 'analysis': 0.06666666666666667, 'social': 0.13333333333333333, 'spaces': 0.13333333333333333, 'statistical': 0.06666666666666667, 'theorem': 0.2, 'classical': 0.06666666666666667, 'imagebased': 0.06666666666666667}"
barriers,"{'ehealth': 0.5, 'introducing': 0.5}"
ehealth,{'systems': 1.0}
privacy,"{'ethical': 0.1, 'intellectual': 0.2, 'legal': 0.1, 'security': 0.1, 'issues': 0.1, 'technologies': 0.1, 'software': 0.1, 'course': 0.1, 'data': 0.1}"
assessed,{None: 1.0}
emerging,"{'topics': 0.14285714285714285, 'trends': 0.2857142857142857, 'economies': 0.14285714285714285, 'issues': 0.14285714285714285, 'technologies': 0.14285714285714285, 'types': 0.14285714285714285}"
green,{'cloud': 1.0}
cloud,{'computing': 1.0}
computing,"{'social': 0.07142857142857142, 'web': 0.07142857142857142, 'propositional': 0.07142857142857142, 'information': 0.07142857142857142, 'computers': 0.07142857142857142, 'problems': 0.07142857142857142, 'privacy': 0.07142857142857142, 'systems': 0.07142857142857142, 'data': 0.14285714285714285, 'particular': 0.07142857142857142, 'category': 0.07142857142857142, 'isomorphism': 0.07142857142857142, 'mobile': 0.07142857142857142}"
mobile,"{'technologies': 0.06666666666666667, 'environments': 0.06666666666666667, 'commerce': 0.06666666666666667, 'computing': 0.06666666666666667, 'ip': 0.06666666666666667, 'hybrid': 0.06666666666666667, 'devices': 0.13333333333333333, 'wireless': 0.13333333333333333, 'lans': 0.06666666666666667, 'iptcp': 0.06666666666666667, 'payment': 0.06666666666666667, 'content': 0.06666666666666667, 'entities': 0.06666666666666667}"
technologies,"{'sustainability': 0.05555555555555555, 'addressing': 0.05555555555555555, 'practical': 0.05555555555555555, 'changed': 0.05555555555555555, 'decisionmaking': 0.05555555555555555, 'current': 0.05555555555555555, 'central': 0.05555555555555555, 'organizations': 0.05555555555555555, 'business': 0.05555555555555555, 'data': 0.1111111111111111, 'including': 0.05555555555555555, 'secretsharing': 0.05555555555555555, 'defending': 0.05555555555555555, 'supporting': 0.05555555555555555, 'scalability': 0.05555555555555555, 'search': 0.05555555555555555, 'advanced': 0.05555555555555555}"
feasibility,"{'assessments': 0.3333333333333333, 'based': 0.3333333333333333, 'studies': 0.3333333333333333}"
assessments,"{'topics': 0.3333333333333333, 'effects': 0.6666666666666666}"
may,"{'vary': 0.047619047619047616, 'provided': 0.047619047619047616, 'change': 0.09523809523809523, 'include': 0.47619047619047616, 'used': 0.09523809523809523, 'taken': 0.09523809523809523, 'discussed': 0.047619047619047616, 'failed': 0.047619047619047616, 'retaken': 0.047619047619047616}"
vary,"{'offering': 0.16666666666666666, 'depending': 0.8333333333333334}"
offering,"{'course': 0.5, None: 0.5}"
based,"{'emerging': 0.05263157894736842, 'costbenefit': 0.05263157894736842, 'information': 0.05263157894736842, 'data': 0.05263157894736842, 'environmental': 0.05263157894736842, 'standards': 0.05263157894736842, 'obesity': 0.05263157894736842, 'project': 0.15789473684210525, 'various': 0.10526315789473684, 'multiple': 0.05263157894736842, 'upon': 0.10526315789473684, 'problem': 0.05263157894736842, 'assumption': 0.05263157894736842, 'simulation': 0.05263157894736842, 'grades': 0.05263157894736842}"
trends,"{'management': 0.16666666666666666, 'case': 0.08333333333333333, 'topics': 0.08333333333333333, 'global': 0.16666666666666666, 'selection': 0.08333333333333333, 'current': 0.08333333333333333, 'behavioural': 0.08333333333333333, 'cognitive': 0.08333333333333333, 'contemporary': 0.08333333333333333, 'developmental': 0.08333333333333333}"
systemic,"{'methodology': 0.25, 'role': 0.25, 'therapy': 0.5}"
methodology,"{'analyzing': 0.14285714285714285, 'strategic': 0.14285714285714285, 'information': 0.14285714285714285, 'ethics': 0.14285714285714285, 'frequency': 0.14285714285714285, 'miscellaneous': 0.14285714285714285, 'initial': 0.14285714285714285}"
analyzing,{'business': 1.0}
opportunities,"{'role': 0.14285714285714285, None: 0.14285714285714285, 'strategies': 0.2857142857142857, 'ebusinesses': 0.2857142857142857, 'public': 0.14285714285714285}"
needs,"{'articulating': 0.16666666666666666, 'resolve': 0.16666666666666666, 'internetbased': 0.16666666666666666, None: 0.16666666666666666, 'society': 0.16666666666666666, 'assessment': 0.16666666666666666}"
articulating,{'business': 1.0}
solutions,"{'highlevel': 0.08333333333333333, 'web': 0.08333333333333333, 'quality': 0.08333333333333333, 'theoretical': 0.08333333333333333, 'prerequisite': 0.08333333333333333, 'ordinary': 0.25, 'differential': 0.08333333333333333, 'stabilityinvariant': 0.08333333333333333, 'laxmilgram': 0.08333333333333333, 'relevant': 0.08333333333333333}"
highlevel,"{'logical': 0.5, 'casebased': 0.5}"
methodologies,"{'converting': 0.16666666666666666, None: 0.16666666666666666, 'computer': 0.16666666666666666, 'selected': 0.16666666666666666, 'formal': 0.16666666666666666, 'empirical': 0.16666666666666666}"
converting,{'business': 1.0}
technical,"{'specifications': 0.3333333333333333, 'knowledge': 0.3333333333333333, 'foundations': 0.3333333333333333}"
specifications,{'business': 1.0}
redesign,{'change': 1.0}
change,"{'management': 0.20833333333333334, 'year': 0.20833333333333334, 'organizations': 0.041666666666666664, 'agentclient': 0.041666666666666664, 'process': 0.041666666666666664, 'efforts': 0.041666666666666664, None: 0.08333333333333333, 'sustainability': 0.041666666666666664, 'mental': 0.041666666666666664, 'research': 0.08333333333333333, 'approximating': 0.041666666666666664, 'secants': 0.041666666666666664, 'limit': 0.041666666666666664, 'variables': 0.041666666666666664}"
acquisition,"{'alternatives': 0.1111111111111111, 'essential': 0.1111111111111111, 'processes': 0.1111111111111111, 'various': 0.1111111111111111, 'new': 0.1111111111111111, 'file': 0.2222222222222222, '5': 0.2222222222222222}"
alternatives,{'feasibility': 1.0}
costbenefit,{'ethical': 1.0}
considerations,{None: 1.0}
seminars,"{'focus': 0.13043478260869565, 'expected': 0.13043478260869565, 'biological': 0.08695652173913043, 'neurophysiology': 0.08695652173913043, 'causal': 0.08695652173913043, 'current': 0.043478260869565216, 'simulations': 0.043478260869565216, None: 0.13043478260869565, 'tutorials': 0.043478260869565216, 'part': 0.08695652173913043, 'offered': 0.08695652173913043, 'related': 0.043478260869565216}"
administrative,"{'studies': 0.6, 'policy': 0.2, 'sciences': 0.2}"
preparation,"{'case': 0.1, 'presentation': 0.1, 'participation': 0.2, 'study': 0.1, 'individual': 0.1, 'publication': 0.3, 'organization': 0.1}"
competitions,"{'application': 0.25, 'course': 0.25, 'entry': 0.25, 'schedule': 0.25}"
application,"{'concepts': 0.043478260869565216, 'marketing': 0.043478260869565216, 'psychology': 0.08695652173913043, 'already': 0.043478260869565216, 'work': 0.13043478260869565, None: 0.08695652173913043, 'linear': 0.043478260869565216, 'packages': 0.043478260869565216, 'communication': 0.043478260869565216, 'induction': 0.043478260869565216, 'team': 0.043478260869565216, 'ecommerce': 0.043478260869565216, 'layers': 0.08695652173913043, 'security': 0.043478260869565216, 'programmers': 0.043478260869565216, 'theory': 0.043478260869565216, 'design': 0.043478260869565216, 'frameworks': 0.043478260869565216}"
presentation,"{None: 0.08333333333333333, 'known': 0.08333333333333333, 'techniques': 0.08333333333333333, 'negociation': 0.08333333333333333, 'discussion': 0.16666666666666666, 'selected': 0.08333333333333333, 'results': 0.08333333333333333, 'major': 0.08333333333333333, 'web': 0.08333333333333333, 'application': 0.08333333333333333, 'security': 0.08333333333333333}"
participation,"{'case': 0.25, 'introductory': 0.125, 'competitions': 0.125, 'research': 0.25, 'course': 0.125, 'experimenters': 0.125}"
competition,"{'analysis': 0.2222222222222222, 'admission': 0.1111111111111111, None: 0.2222222222222222, 'planning': 0.1111111111111111, 'policy': 0.1111111111111111, 'aggression': 0.2222222222222222}"
variety,"{'business': 0.6666666666666666, 'projects': 0.3333333333333333}"
cases,"{'training': 0.2, 'studied': 0.1, None: 0.1, 'public': 0.1, 'illustrate': 0.1, 'credits': 0.2, 'induction': 0.1, 'constructive': 0.1}"
admission,"{'restricted': 0.3333333333333333, 'requirement': 0.6666666666666666}"
restricted,{'selection': 1.0}
committee,"{'andor': 0.25, 'tac': 0.25, 'successfully': 0.25, 'must': 0.25}"
professor,"{'coach': 0.05, 'students': 0.05, 'student': 0.15, 'charge': 0.1, None: 0.15, 'order': 0.05, 'reserved': 0.15, 'course': 0.05, 'part': 0.1, 'approved': 0.05, 'appointed': 0.05, 'courses': 0.05}"
coach,{'case': 1.0}
exposure,"{'research': 0.3333333333333333, 'management': 0.6666666666666666}"
literature,"{'searches': 0.1111111111111111, 'dealing': 0.1111111111111111, 'graded': 0.3333333333333333, 'social': 0.1111111111111111, 'families': 0.2222222222222222, 'outlining': 0.1111111111111111}"
searches,{'preparation': 1.0}
collection,"{'well': 0.16666666666666666, 'use': 0.16666666666666666, 'presentation': 0.16666666666666666, 'diagnosis': 0.16666666666666666, 'methods': 0.3333333333333333}"
explore,"{'impact': 0.5, 'value': 0.5}"
viceversa,{None: 1.0}
overview,"{'project': 0.05, 'advanced': 0.05, 'traditional': 0.05, 'information': 0.05, 'role': 0.05, 'provided': 0.05, 'methods': 0.05, 'basic': 0.1, 'main': 0.1, 'probability': 0.05, 'commutative': 0.1, 'linear': 0.05, 'paradigms': 0.05, 'numerical': 0.05, 'splines': 0.05, 'recent': 0.05, 'rulebased': 0.05}"
project,"{'management': 0.17647058823529413, 'scope': 0.0196078431372549, 'charter': 0.0392156862745098, 'design': 0.0196078431372549, 'planning': 0.0392156862745098, 'gather': 0.0196078431372549, 'carried': 0.09803921568627451, 'whereas': 0.0196078431372549, None: 0.0784313725490196, 'success': 0.0196078431372549, 'plan': 0.0196078431372549, 'throughout': 0.0196078431372549, 'cycle': 0.0196078431372549, 'conducted': 0.0196078431372549, 'supervision': 0.0196078431372549, 'outside': 0.058823529411764705, 'including': 0.058823529411764705, 'social': 0.0392156862745098, 'personal': 0.0196078431372549, 'governmental': 0.0196078431372549, 'work': 0.0196078431372549, 'mathematics': 0.0196078431372549, 'normally': 0.0196078431372549, 'oriented': 0.0196078431372549, 'individual': 0.0196078431372549, 'presentations': 0.0196078431372549, 'courses': 0.0196078431372549, 'specific': 0.0196078431372549, 'twice': 0.0196078431372549}"
scope,"{'definition': 0.3333333333333333, 'artificial': 0.3333333333333333, 'projects': 0.3333333333333333}"
stakeholders,"{'analysis': 0.5, 'project': 0.5}"
framework,"{'method': 0.1111111111111111, 'concepts': 0.1111111111111111, 'financial': 0.1111111111111111, 'methodology': 0.1111111111111111, 'business': 0.1111111111111111, 'applicable': 0.1111111111111111, 'analysis': 0.1111111111111111, 'analytic': 0.1111111111111111, 'mental': 0.1111111111111111}"
monitoring,{'risk': 1.0}
lessons,{'learned': 1.0}
learned,{'special': 1.0}
courses,"{'4000': 0.04, 'including': 0.04, 'part': 0.04, 'combined': 0.04, 'putting': 0.04, 'process': 0.04, 'adm': 0.08, 'divided': 0.04, 'mat1339': 0.04, None: 0.08, 'details': 0.16, 'csi': 0.2, 'elg': 0.04, 'ebc': 0.08, 'ebc5389': 0.04}"
4000,{'level': 1.0}
reserved,"{'1': 0.2, 'students': 0.6, 'primarily': 0.2}"
1,"{'bcom': 0.05263157894736842, '2': 0.3684210526315789, 'unit': 0.3684210526315789, 'de': 0.10526315789473684, 'introduction': 0.10526315789473684}"
